province,points,price,lat,lon,province average points,province average price,province average utility,price dollars
Rapel Valley,85.94,13.901234567901234,-33.94293589999993,-71.73617829999979,85.94444444444473,13.901234567901199,6.18,$13.90
Rapsani,88.00,26.0,39.9019286,22.5478028,88.0,26.0,3.38,$26.00
Recas,86.92,11.307692307692308,40.7875176,-89.61983069999998,86.92307692307692,11.30769230769231,7.69,$11.31
Requinoa,86.50,28.0,-34.2883749,-70.815833,86.5,28.0,3.09,$28.00
Retsina,91.00,18.5,44.94685700000001,-93.16725,91.0,18.5,4.92,$18.50
Rheingau,90.99,79.8538961038961,50.18916790000002,8.110416399999998,90.99350649350612,79.85389610389642,1.14,$79.85
Rhode Island,90.00,25.0,41.5800945,-71.4774291,90.0,25.0,3.60,$25.00
Ribatejo,88.23,13.923076923076923,38.9022048,-9.039742700000001,88.23076923076925,13.923076923076925,6.34,$13.92
Rio Claro,84.00,11.6,-22.4149023,-47.5651394,84.0,11.6,7.24,$11.60
Robertson,86.94,16.238636363636363,36.098979200000024,-95.86902850000006,86.94318181818193,16.238636363636342,5.35,$16.24
Romania,86.14,8.095238095238095,45.94316100000002,24.966760000000004,86.14285714285712,8.095238095238098,10.64,$8.10
Sagrada Familia,88.50,19.5,41.4036299,2.1743558,88.5,19.5,4.54,$19.50
Samos,86.83,16.833333333333332,37.754785700000006,26.977770099999997,86.83333333333333,16.833333333333332,5.16,$16.83
Samson,88.75,27.333333333333332,36.152013399999994,-95.9892985,88.75,27.333333333333332,3.25,$27.33
San Antonio,87.10,25.07246376811594,29.42412190000003,-98.4936281999999,87.10144927536227,25.072463768115977,3.47,$25.07
San Antonio de las Minas Valley,85.50,30.0,32.0358922,-116.602928,85.5,30.0,2.85,$30.00
San Clemente,86.75,28.75,33.4273521,-117.6126004,86.75,28.75,3.02,$28.75
San Jose,84.00,30.0,37.3382082,-121.8863286,84.0,30.0,2.80,$30.00
San Vicente,88.00,26.5,31.764097,-106.476635,88.0,26.5,3.32,$26.50
Santa Catarina,84.50,33.0,-27.2423392,-50.2188556,84.5,33.0,2.56,$33.00
Santa Cruz,91.50,77.5,36.9741171,-122.0307963,91.5,77.5,1.18,$77.50
Santorini,88.21,24.5625,36.393156200000014,25.4615092,88.20833333333339,24.5625,3.59,$24.56
Sebes,87.67,16.333333333333332,45.9595588,23.5663758,87.66666666666667,16.333333333333332,5.37,$16.33
Serra do Sudeste,82.00,15.0,-20.1228954,-40.3054099,82.0,15.0,5.47,$15.00
Setubal,86.50,13.0625,38.5254047,-8.894099999999998,86.5,13.0625,6.62,$13.06
Shomron,86.85,21.35,32.422876999999986,35.3027226,86.84999999999997,21.35000000000001,4.07,$21.35
Sicily & Sardinia,88.19,27.623476587556127,37.59999380000071,14.015355700000145,88.19243104554003,27.623476587556073,3.19,$27.62
Simonsberg-Paarl,86.75,22.25,54.436667,8.971943999999999,86.75,22.25,3.90,$22.25
Simonsberg-Stellenbosch,89.22,43.513513513513516,-33.931612,18.870008999999992,89.21621621621624,43.51351351351354,2.05,$43.51
Sithonia,89.00,23.0,40.042709,23.9060624,89.0,23.0,3.87,$23.00
Slovenia,86.50,27.5,46.151241,14.995463,86.5,27.5,3.15,$27.50
Slovenska Istra,86.00,18.0,45.2745018,13.8901858,86.0,18.0,4.78,$18.00
Sopron,88.00,21.25,47.68166189999999,16.5844795,88.0,21.25,4.14,$21.25
South Africa,87.20,14.0,-30.559481999999996,22.937506,87.2,14.0,6.23,$14.00
South Australia,89.06,38.8114199849737,-30.000231499999728,136.20915469999764,89.05634861006949,38.81141998497336,2.29,$38.81
South Island,86.75,17.666666666666668,-45.15267069999999,169.89263329999997,86.75,17.666666666666664,4.91,$17.67
Southern Italy,87.86,27.80282935455349,42.9790963999991,-89.51445370000118,87.86472148541264,27.802829354553797,3.16,$27.80
Southwest France,88.64,24.235955056179776,46.227637999998564,2.2137490000000066,88.63595505617866,24.235955056180504,3.66,$24.24
Spain Other,86.16,26.047619047619047,40.42725950000004,-3.6812251000000042,86.15873015873025,26.04761904761904,3.31,$26.05
Steiermark,87.57,19.571428571428573,47.3593442,14.469982700000001,87.57142857142858,19.571428571428577,4.47,$19.57
Stellenbosch,88.48,29.680306905370845,-33.93210449999981,18.860152000000134,88.48337595907975,29.680306905371094,2.98,$29.68
Sterea Ellada,86.00,10.0,38.6043928,22.7152125,86.0,10.0,8.60,$10.00
Swartland,88.85,26.49230769230769,-33.33068320000002,18.712579099999996,88.84615384615394,26.492307692307733,3.35,$26.49
Switzerland,89.00,160.0,46.818188,8.227511999999999,89.0,160.0,0.56,$160.00
Table wine,81.00,8.0,43.092253,-89.3533545,81.0,8.0,10.12,$8.00
Tarnave,85.20,8.0,46.1724825,23.7957552,85.2,8.0,10.65,$8.00
Tasmania,89.07,36.523809523809526,-41.45451959999997,145.97066470000004,89.07142857142854,36.523809523809554,2.44,$36.52
Tejo,86.91,15.976109215017065,39.75284420000019,-5.253228399999935,86.91467576791867,15.976109215017155,5.44,$15.98
Texas,85.22,25.602150537634408,31.96859880000007,-99.90181309999998,85.21505376344072,25.602150537634365,3.33,$25.60
Thraki,87.00,12.0,41.1295126,24.8877191,87.0,12.0,7.25,$12.00
Ticino,83.00,38.0,46.331734,8.800452900000002,83.0,38.0,2.18,$38.00
Tikves,86.83,15.583333333333334,41.4351304,22.0028083,86.83333333333336,15.583333333333336,5.57,$15.58
Tokaj,89.48,28.043478260869566,48.117214800000035,21.408901499999985,89.47826086956513,28.043478260869573,3.19,$28.04
Tokaji,90.85,64.3695652173913,33.84021619999999,-118.18437590000003,90.84782608695652,64.36956521739134,1.41,$64.37
Traisental,91.26,32.16279069767442,48.14085969999997,15.638523100000004,91.25581395348844,32.162790697674396,2.84,$32.16
Tulbagh,89.10,54.6,-33.2872221,19.1434108,89.10000000000001,54.60000000000001,1.63,$54.60
Turkey,87.59,17.470588235294116,38.96374500000001,35.24332199999999,87.58823529411764,17.470588235294116,5.01,$17.47
Tuscany,89.15,47.68369734789392,43.77105129999759,11.248620799998978,89.14840093604204,47.683697347899816,1.87,$47.68
Ukraine,84.07,9.214285714285714,48.37943299999999,31.165579900000008,84.07142857142857,9.214285714285712,9.12,$9.21
Upper Galilee,88.09,24.0,33.16398389999998,35.6314191,88.09375,24.0,3.67,$24.00
Uruguay,86.83,22.083333333333332,-32.52277900000001,-55.76583499999999,86.83333333333331,22.08333333333333,3.93,$22.08
Valais,90.00,29.0,46.1904614,7.5449226,90.0,29.0,3.10,$29.00
Vale Trentino,85.00,28.6,-29.231643,-51.2702634,85.0,28.6,2.97,$28.60
Vale dos Vinhedos,83.56,31.77777777777778,-29.196267299999995,-51.5574014,83.55555555555556,31.77777777777778,2.63,$31.78
Valle de Guadalupe,85.17,26.696969696969695,32.09562809999994,-116.57257200000002,85.16666666666671,26.696969696969727,3.19,$26.70
Veneto,87.86,34.007343412527,45.4414662000017,12.31525949999948,87.8622030237546,34.0073434125271,2.58,$34.01
Vermont,84.33,31.666666666666668,44.5588028,-72.57784149999999,84.33333333333333,31.666666666666668,2.66,$31.67
Victoria,88.87,42.60634920634921,37.090240000000016,-95.71289099999946,88.86984126984059,42.60634920634937,2.09,$42.61
Vienna,90.45,26.56896551724138,48.20817430000001,16.373818899999975,90.44827586206893,26.56896551724139,3.40,$26.57
Viile Timis,84.00,8.0,45.79889319999999,21.2955363,84.0,8.0,10.50,$8.00
Viile Timisului,86.41,7.545454545454546,45.81389020000003,21.33310549999999,86.40909090909093,7.545454545454543,11.45,$7.55
Vinho Espumante de Qualidade,86.09,27.545454545454547,38.29947800000001,-122.28528200000004,86.09090909090911,27.545454545454557,3.13,$27.55
Vinho Verde,86.41,13.00864553314121,29.73027290000013,-98.10345949999927,86.4149855907781,13.008645533141156,6.64,$13.01
Vinho da Mesa,91.00,28.0,33.6329799,-117.9178745,91.0,28.0,3.25,$28.00
Vipavska Dolina,88.80,36.4,45.8367516,13.9594013,88.8,36.4,2.44,$36.40
Virginia,85.62,27.01298701298701,37.43157340000028,-78.65689420000086,85.61948051948137,27.012987012986976,3.17,$27.01
Vlootenburg,85.00,18.0,-33.9586148,18.7979659,85.0,18.0,4.72,$18.00
Wachau,91.67,45.9025974025974,48.3896089000004,15.474889699999954,91.665584415584,45.902597402597266,2.00,$45.90
Wagram,90.85,28.35483870967742,48.299051999999975,16.564012499999993,90.85483870967737,28.354838709677388,3.20,$28.35
Wagram-Donauland,89.56,30.323529411764707,34.88793959999999,-79.36615149999993,89.55882352941173,30.323529411764724,2.95,$30.32
Waiheke Island,89.50,35.6,-36.801923699999996,175.10801459999996,89.5,35.60000000000001,2.51,$35.60
Waipara,87.80,22.6,-43.054834199999966,172.76125050000007,87.79999999999998,22.60000000000001,3.88,$22.60
Waipara Valley,89.07,34.666666666666664,-43.05483419999997,172.76125050000005,89.06666666666663,34.66666666666667,2.57,$34.67
Wairarapa,87.29,26.571428571428573,-40.950146,175.662255,87.2857142857143,26.571428571428577,3.28,$26.57
Wairau Valley,87.64,21.09090909090909,-41.56537300000001,173.52863520000002,87.63636363636364,21.09090909090909,4.16,$21.09
Waitaki Valley,89.00,55.0,-44.7433485,170.4635009,89.0,55.0,1.62,$55.00
Walker Bay,87.56,24.0,38.275787,-121.97927000000003,87.5625,24.0,3.65,$24.00
Washington,88.95,32.436444133752765,47.75107409999004,-120.74013849999766,88.95141558896096,32.43644413375295,2.74,$32.44
Washington-Oregon,88.43,17.857142857142858,45.546961599999996,-123.13860209999999,88.42857142857143,17.857142857142858,4.95,$17.86
Weinviertel,89.74,25.904761904761905,48.384556099999934,16.514912800000026,89.73809523809535,25.90476190476192,3.46,$25.90
Wellington,87.74,21.565217391304348,-41.286460300000016,174.77623600000007,87.73913043478255,21.565217391304362,4.07,$21.57
Western Australia,88.92,33.578947368421055,-27.672816799999968,121.62830979999934,88.9157894736845,33.57894736842109,2.65,$33.58
Western Cape,86.71,16.17818181818182,-33.227791799999984,21.856858600000063,86.7090909090911,16.17818181818174,5.36,$16.18
Wiener Gemischter Satz,90.52,27.88,48.255837500000005,16.34224870000001,90.52,27.88,3.25,$27.88
